flight_number,airline,flight_date,direction,scheduled_time_local,scheduled_time_utc,actual_time_local,actual_time_utc,status,is_cancelled,origin_icao,origin_iata,destination_icao,destination_iata,aircraft_model,aircraft_reg,relevant_timestamp,actual_temp_c,actual_wind_speed_kmh,actual_wind_gusts_kmh,actual_precipitation_mm,actual_snowfall_cm,actual_visibility_m,actual_cloud_cover_pct,actual_weather_code,forecast_temp_c,forecast_wind_speed_kmh,forecast_wind_gusts_kmh,forecast_precipitation_mm,forecast_snowfall_cm,forecast_visibility_m,forecast_cloud_cover_pct,forecast_weather_code,forecast_error_visibility_m,forecast_error_wind_kmh,forecast_error_snowfall_cm
AS 2067,Alaska,2025-10-09,Departure,2025-10-09 05:05-07:00,2025-10-09 12:05Z,2025-10-09 05:09-07:00,2025-10-09 12:09Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N654QX,2025-10-09T05:00:00,16.1,20.0,36.0,0.0,0.0,,11,0,13.2,21.3,34.6,0.0,0.0,42600.0,14,0,,-1.3000000000000007,0.0
AS 2152,Alaska,2025-10-09,Departure,2025-10-09 13:06-07:00,2025-10-09 20:06Z,2025-10-09 13:13-07:00,2025-10-09 20:13Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N653QX,2025-10-09T13:00:00,21.9,11.0,27.4,0.0,0.0,,59,2,23.4,16.2,16.6,0.0,0.0,64800.0,0,0,,-5.199999999999999,0.0
AS 2032,Alaska,2025-10-09,Departure,2025-10-09 17:49-07:00,2025-10-10 00:49Z,2025-10-09 17:49-07:00,2025-10-10 00:49Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N633QX,2025-10-09T18:00:00,17.3,3.8,5.8,0.0,0.0,,89,3,16.4,8.3,9.4,0.0,0.0,50000.0,11,0,,-4.500000000000001,0.0
AS 2438,Alaska,2025-10-09,Departure,2025-10-09 19:43-07:00,2025-10-10 02:43Z,2025-10-09 19:57-07:00,2025-10-10 02:57Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N667QX,2025-10-09T20:00:00,15.8,3.6,5.4,0.0,0.0,,45,1,11.9,8.7,10.8,0.0,0.0,36200.0,5,0,,-5.1,0.0
AS 2364,Alaska,2025-10-09,Arrival,2025-10-09 00:20-07:00,2025-10-09 07:20Z,2025-10-09 00:13-07:00,2025-10-09 07:13Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N654QX,2025-10-09T00:00:00,16.9,19.6,34.9,0.0,0.0,,0,0,13.5,19.4,31.3,0.0,0.0,44400.0,0,0,,0.20000000000000284,0.0
AS 2152,Alaska,2025-10-09,Arrival,2025-10-09 12:29-07:00,2025-10-09 19:29Z,2025-10-09 12:18-07:00,2025-10-09 19:18Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N653QX,2025-10-09T12:00:00,21.3,10.8,28.4,0.0,0.0,,9,0,23.3,8.8,13.3,0.0,0.0,63800.0,0,0,,2.0,0.0
AS 2036,Alaska,2025-10-09,Arrival,2025-10-09 17:12-07:00,2025-10-10 00:12Z,2025-10-09 17:14-07:00,2025-10-10 00:14Z,Arrived,False,KBOI,BOI,KPUW,PUW,Embraer 175,N633QX,2025-10-09T17:00:00,18.8,3.6,10.8,0.0,0.0,,89,3,18.6,7.1,10.8,0.0,0.0,52700.0,1,0,,-3.4999999999999996,0.0
AS 2438,Alaska,2025-10-09,Arrival,2025-10-09 19:00-07:00,2025-10-10 02:00Z,2025-10-09 19:07-07:00,2025-10-10 02:07Z,Arrived,False,KSEA,SEA,KPUW,PUW,Embraer 175,N667QX,2025-10-09T19:00:00,16.4,3.1,5.4,0.0,0.0,,79,2,13.7,5.1,10.1,0.0,0.0,44100.0,0,0,,-1.9999999999999996,0.0
AS 2067,Alaska,2025-10-10,Departure,2025-10-10 05:05-07:00,2025-10-10 12:05Z,2025-10-10 05:10-07:00,2025-10-10 12:10Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N628QX,2025-10-10T05:00:00,18.9,31.9,56.5,0.0,0.0,,98,3,16.4,20.9,34.6,0.0,0.0,55000.0,92,3,,11.0,0.0
G4 4111,Allegiant Air,2025-10-10,Departure,2025-10-10 11:00-07:00,2025-10-10 18:00Z,2025-10-10 11:34-07:00,2025-10-10 18:34Z,Departed,False,KPUW,PUW,KTUP,TUP,Airbus A320,N191NV,2025-10-10T11:00:00,18.5,13.4,30.6,0.0,0.0,,18,0,18.6,14.7,16.9,0.0,0.0,44200.0,0,0,,-1.299999999999999,0.0
AS 2152,Alaska,2025-10-10,Departure,2025-10-10 13:06-07:00,2025-10-10 20:06Z,2025-10-10 13:16-07:00,2025-10-10 20:16Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N647QX,2025-10-10T13:00:00,20.2,14.7,33.1,0.0,0.0,,34,1,19.6,18.5,20.2,0.0,0.0,43500.0,0,0,,-3.8000000000000007,0.0
AS 2032,Alaska,2025-10-10,Departure,2025-10-10 17:49-07:00,2025-10-11 00:49Z,2025-10-10 18:35-07:00,2025-10-11 01:35Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N646QX,2025-10-10T18:00:00,14.7,19.0,36.4,0.0,0.0,,5,0,14.1,4.0,19.1,0.0,0.0,39800.0,0,0,,15.0,0.0
AS 2438,Alaska,2025-10-10,Departure,2025-10-10 19:43-07:00,2025-10-11 02:43Z,2025-10-10 19:48-07:00,2025-10-11 02:48Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N664QX,2025-10-10T20:00:00,12.3,5.8,23.4,0.0,0.0,,30,1,10.5,6.2,22.3,0.0,0.0,32600.0,0,0,,-0.40000000000000036,0.0
AS 2364,Alaska,2025-10-10,Arrival,2025-10-10 00:20-07:00,2025-10-10 07:20Z,2025-10-10 00:20-07:00,2025-10-10 07:20Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N628QX,2025-10-10T00:00:00,18.2,22.8,40.0,0.0,0.0,,0,0,11.9,16.4,31.0,0.0,0.0,44500.0,0,0,,6.400000000000002,0.0
G4 4110,Allegiant Air,2025-10-10,Arrival,2025-10-10 08:37-07:00,2025-10-10 15:37Z,2025-10-10 08:48-07:00,2025-10-10 15:48Z,Expected,False,KLAS,LAS,KPUW,PUW,Airbus A320,N191NV,2025-10-10T09:00:00,15.7,3.5,14.4,0.0,0.0,,30,1,15.5,9.4,19.8,0.0,0.0,35300.0,72,2,,-5.9,0.0
AS 2152,Alaska,2025-10-10,Arrival,2025-10-10 12:29-07:00,2025-10-10 19:29Z,2025-10-10 12:12-07:00,2025-10-10 19:12Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N647QX,2025-10-10T12:00:00,19.6,13.9,32.8,0.0,0.0,,32,1,19.5,15.9,18.4,0.0,0.0,45100.0,0,0,,-2.0,0.0
G4 4241,Allegiant Air,2025-10-10,Arrival,2025-10-10 14:34-07:00,2025-10-10 21:34Z,2025-10-10 14:56-07:00,2025-10-10 21:56Z,Expected,False,KFNL,FNL,KPUW,PUW,Airbus A320,N246NV,2025-10-10T15:00:00,19.4,19.1,38.5,0.0,0.0,,63,2,18.7,21.9,27.4,0.0,0.0,45400.0,82,3,,-2.799999999999997,0.0
AS 2036,Alaska,2025-10-10,Arrival,2025-10-10 17:12-07:00,2025-10-11 00:12Z,2025-10-10 16:49-07:00,2025-10-10 23:49Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N646QX,2025-10-10T17:00:00,16.6,19.4,38.5,0.0,0.0,,52,2,15.5,14.4,34.9,0.0,0.0,42300.0,5,0,,4.999999999999998,0.0
AS 2438,Alaska,2025-10-10,Arrival,2025-10-10 19:00-07:00,2025-10-11 02:00Z,2025-10-10 18:47-07:00,2025-10-11 01:47Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N664QX,2025-10-10T19:00:00,13.7,13.0,34.6,0.0,0.0,,7,0,12.0,5.0,29.5,0.0,0.0,35600.0,0,0,,8.0,0.0
AS 2067,Alaska,2025-10-11,Departure,2025-10-11 05:05-07:00,2025-10-11 12:05Z,2025-10-11 05:22-07:00,2025-10-11 12:22Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N651QX,2025-10-11T05:00:00,7.4,17.3,32.8,0.4,0.0,,100,51,7.5,18.4,51.1,0.0,0.0,15500.0,100,3,,-1.0999999999999979,0.0
AS 2152,Alaska,2025-10-11,Departure,2025-10-11 13:06-07:00,2025-10-11 20:06Z,2025-10-11 13:25-07:00,2025-10-11 20:25Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N657QX,2025-10-11T13:00:00,10.9,25.3,51.8,0.6,0.0,,45,53,10.1,28.5,40.7,0.0,0.0,21700.0,82,3,,-3.1999999999999993,0.0
TTE 155,TTE,2025-10-11,Departure,2025-10-11 18:20-07:00,2025-10-12 01:20Z,2025-10-11 18:20-07:00,2025-10-12 01:20Z,Departed,False,KPUW,PUW,KMYL,MYL,Beechcraft 200 Super King Air,N155AV,2025-10-11T18:00:00,8.1,13.8,28.8,0.1,0.0,,99,51,7.8,6.7,22.7,0.1,0.0,14100.0,79,51,,7.1000000000000005,0.0
G4 4242,Allegiant Air,2025-10-11,Departure,2025-10-11 19:30-07:00,2025-10-12 02:30Z,2025-10-11 20:09-07:00,2025-10-12 03:09Z,Departed,False,KPUW,PUW,KFNL,FNL,Airbus A320,N246NV,2025-10-11T20:00:00,7.4,16.1,28.8,0.2,0.0,,91,51,8.0,11.9,32.8,0.0,0.0,14700.0,100,3,,4.200000000000001,0.0
G4 4113,Allegiant Air,2025-10-11,Departure,2025-10-11 20:52-07:00,2025-10-12 03:52Z,2025-10-11 20:50-07:00,2025-10-12 03:50Z,Departed,False,KPUW,PUW,KLAS,LAS,Airbus A320,N191NV,2025-10-11T21:00:00,7.1,16.6,29.5,0.1,0.0,,77,51,7.6,15.3,50.4,0.0,0.0,15500.0,100,3,,1.3000000000000007,0.0
AS 2364,Alaska,2025-10-11,Arrival,2025-10-11 00:20-07:00,2025-10-11 07:20Z,2025-10-11 00:09-07:00,2025-10-11 07:09Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N651QX,2025-10-11T00:00:00,10.3,17.3,32.4,0.0,0.0,,63,2,9.4,18.1,50.0,0.0,0.0,25800.0,0,0,,-0.8000000000000007,0.0
TTE 155,TTE,2025-10-11,Arrival,2025-10-11 07:32-07:00,2025-10-11 14:32Z,2025-10-11 07:32-07:00,2025-10-11 14:32Z,Expected,False,KMYL,MYL,KPUW,PUW,Beechcraft 200 Super King Air,N155AV,2025-10-11T08:00:00,8.4,18.4,35.6,0.0,0.0,,100,3,8.0,21.7,38.9,0.0,0.0,18600.0,21,1,,-3.3000000000000007,0.0
AS 2152,Alaska,2025-10-11,Arrival,2025-10-11 12:29-07:00,2025-10-11 19:29Z,2025-10-11 12:20-07:00,2025-10-11 19:20Z,Arrived,False,KSEA,SEA,KPUW,PUW,Embraer 175,N657QX,2025-10-11T12:00:00,10.9,25.2,51.8,0.0,0.0,,52,2,9.3,24.1,36.0,0.0,0.0,19200.0,100,3,,1.0999999999999979,0.0
G4 4112,Allegiant Air,2025-10-11,Arrival,2025-10-11 19:04-07:00,2025-10-12 02:04Z,2025-10-11 19:47-07:00,2025-10-12 02:47Z,Expected,False,KTUP,TUP,KPUW,PUW,Airbus A320,N191NV,2025-10-11T19:00:00,7.6,15.9,28.4,0.2,0.0,,100,51,7.8,6.5,15.5,0.0,0.0,14300.0,100,3,,9.4,0.0
AS 2067,Alaska,2025-10-12,Departure,2025-10-12 05:05-07:00,2025-10-12 12:05Z,2025-10-12 05:06-07:00,2025-10-12 12:06Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N651QX,2025-10-12T05:00:00,6.1,18.7,36.0,0.6,0.0,,100,53,5.3,22.3,51.8,0.0,0.0,16400.0,99,3,,-3.6000000000000014,0.0
AS 2152,Alaska,2025-10-12,Departure,2025-10-12 13:06-07:00,2025-10-12 20:06Z,2025-10-12 13:15-07:00,2025-10-12 20:15Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N651QX,2025-10-12T13:00:00,6.9,15.9,37.4,0.5,0.0,,100,53,6.7,19.6,33.8,0.0,0.0,18300.0,99,3,,-3.700000000000001,0.0
AS 2032,Alaska,2025-10-12,Departure,2025-10-12 17:49-07:00,2025-10-13 00:49Z,2025-10-12 18:05-07:00,2025-10-13 01:05Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N637QX,2025-10-12T18:00:00,5.9,8.3,14.8,0.8,0.0,,100,53,5.5,5.2,15.1,0.0,0.0,13700.0,100,3,,3.1000000000000005,0.0
AS 2438,Alaska,2025-10-12,Departure,2025-10-12 19:43-07:00,2025-10-13 02:43Z,2025-10-12 19:59-07:00,2025-10-13 02:59Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N655QX,2025-10-12T20:00:00,5.6,10.3,21.2,1.0,0.0,,100,55,5.4,12.6,25.6,0.0,0.0,14700.0,100,3,,-2.299999999999999,0.0
AS 2364,Alaska,2025-10-12,Arrival,2025-10-12 00:20-07:00,2025-10-12 07:20Z,2025-10-12 00:18-07:00,2025-10-12 07:18Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N651QX,2025-10-12T00:00:00,7.3,17.6,32.8,0.3,0.0,,77,51,7.3,22.1,44.6,0.8,0.0,6800.0,100,53,,-4.5,0.0
AS 2152,Alaska,2025-10-12,Arrival,2025-10-12 12:29-07:00,2025-10-12 19:29Z,2025-10-12 12:13-07:00,2025-10-12 19:13Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N651QX,2025-10-12T12:00:00,7.9,18.2,39.2,0.3,0.0,,100,51,6.1,18.4,32.0,0.1,0.0,17300.0,100,51,,-0.1999999999999993,0.0
AS 2036,Alaska,2025-10-12,Arrival,2025-10-12 17:12-07:00,2025-10-13 00:12Z,2025-10-12 17:21-07:00,2025-10-13 00:21Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N637QX,2025-10-12T17:00:00,6.1,5.5,11.5,0.4,0.0,,100,51,6.1,4.6,10.1,0.0,0.0,16000.0,100,3,,0.9000000000000004,0.0
AS 2438,Alaska,2025-10-12,Arrival,2025-10-12 19:00-07:00,2025-10-13 02:00Z,2025-10-12 18:58-07:00,2025-10-13 01:58Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N655QX,2025-10-12T19:00:00,5.6,11.8,21.2,1.2,0.0,,100,55,5.5,12.3,16.9,0.0,0.0,13600.0,100,3,,-0.5,0.0
AS 2067,Alaska,2025-10-13,Departure,2025-10-13 05:05-07:00,2025-10-13 12:05Z,2025-10-13 05:20-07:00,2025-10-13 12:20Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N645QX,2025-10-13T05:00:00,4.4,15.9,27.7,0.0,0.0,,100,3,3.9,10.9,23.0,0.0,0.0,16200.0,99,3,,5.0,0.0
AS 2152,Alaska,2025-10-13,Departure,2025-10-13 13:06-07:00,2025-10-13 20:06Z,2025-10-13 13:14-07:00,2025-10-13 20:14Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N625QX,2025-10-13T13:00:00,11.1,11.3,30.2,0.0,0.0,,31,1,10.0,9.2,10.4,0.0,0.0,27300.0,100,3,,2.1000000000000014,0.0
AS 2032,Alaska,2025-10-13,Departure,2025-10-13 17:49-07:00,2025-10-14 00:49Z,2025-10-13 17:53-07:00,2025-10-14 00:53Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N636QX,2025-10-13T18:00:00,7.8,12.3,23.0,0.0,0.0,,70,2,5.7,12.2,20.5,0.0,0.0,20000.0,1,0,,0.10000000000000142,0.0
AS 2438,Alaska,2025-10-13,Departure,2025-10-13 19:43-07:00,2025-10-14 02:43Z,2025-10-13 19:33-07:00,2025-10-14 02:33Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N624QX,2025-10-13T20:00:00,4.9,8.2,17.3,0.0,0.0,,69,2,4.7,9.7,16.6,0.0,0.0,18200.0,0,0,,-1.5,0.0
AS 2364,Alaska,2025-10-13,Arrival,2025-10-13 00:20-07:00,2025-10-13 07:20Z,2025-10-13 01:21-07:00,2025-10-13 08:21Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N645QX,2025-10-13T00:00:00,5.2,11.7,22.3,0.1,0.0,,100,51,4.5,11.5,23.0,0.0,0.0,15400.0,99,3,,0.1999999999999993,0.0
AS 2152,Alaska,2025-10-13,Arrival,2025-10-13 12:29-07:00,2025-10-13 19:29Z,2025-10-13 12:11-07:00,2025-10-13 19:11Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N625QX,2025-10-13T12:00:00,9.5,13.4,30.2,0.0,0.0,,11,0,9.6,13.8,15.8,0.0,0.0,27800.0,44,1,,-0.40000000000000036,0.0
AS 2036,Alaska,2025-10-13,Arrival,2025-10-13 17:12-07:00,2025-10-14 00:12Z,2025-10-13 17:05-07:00,2025-10-14 00:05Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N636QX,2025-10-13T17:00:00,8.5,12.3,22.0,0.0,0.0,,63,2,7.3,13.7,23.4,0.0,0.0,22200.0,50,2,,-1.3999999999999986,0.0
AS 2438,Alaska,2025-10-13,Arrival,2025-10-13 19:00-07:00,2025-10-14 02:00Z,2025-10-13 18:59-07:00,2025-10-14 01:59Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N624QX,2025-10-13T19:00:00,6.0,9.9,21.2,0.0,0.0,,100,3,5.0,11.9,20.5,0.0,0.0,17600.0,2,0,,-2.0,0.0
AS 2067,Alaska,2025-10-14,Departure,2025-10-14 05:05-07:00,2025-10-14 12:05Z,2025-10-14 05:25-07:00,2025-10-14 12:25Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N658QX,2025-10-14T05:00:00,-0.5,4.1,10.8,0.0,0.0,,1,0,1.2,6.5,9.4,0.0,0.0,16800.0,50,2,,-2.4000000000000004,0.0
AS 2152,Alaska,2025-10-14,Departure,2025-10-14 13:06-07:00,2025-10-14 20:06Z,2025-10-14 13:13-07:00,2025-10-14 20:13Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N658QX,2025-10-14T13:00:00,10.2,6.8,20.5,0.0,0.0,,0,0,10.7,11.2,11.5,0.0,0.0,27900.0,100,3,,-4.3999999999999995,0.0
AS 2032,Alaska,2025-10-14,Departure,2025-10-14 17:49-07:00,2025-10-15 00:49Z,2025-10-14 17:53-07:00,2025-10-15 00:53Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N630QX,2025-10-14T18:00:00,5.4,4.1,9.4,0.0,0.0,,0,0,6.9,9.3,11.2,0.0,0.0,22400.0,0,0,,-5.200000000000001,0.0
AS 2438,Alaska,2025-10-14,Departure,2025-10-14 19:43-07:00,2025-10-15 02:43Z,2025-10-14 20:06-07:00,2025-10-15 03:06Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N660QX,2025-10-14T20:00:00,4.3,1.6,2.5,0.0,0.0,,0,0,4.2,4.2,7.6,0.0,0.0,18100.0,0,0,,-2.6,0.0
AS 2364,Alaska,2025-10-14,Arrival,2025-10-14 00:20-07:00,2025-10-14 07:20Z,2025-10-14 00:06-07:00,2025-10-14 07:06Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N658QX,2025-10-14T00:00:00,2.5,8.9,15.5,0.0,0.0,,17,0,3.1,6.9,9.0,0.0,0.0,17600.0,0,0,,2.0,0.0
AS 2152,Alaska,2025-10-14,Arrival,2025-10-14 12:29-07:00,2025-10-14 19:29Z,2025-10-14 12:06-07:00,2025-10-14 19:06Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N658QX,2025-10-14T12:00:00,9.5,6.3,20.5,0.0,0.0,,0,0,10.2,7.6,7.6,0.0,0.0,26600.0,41,1,,-1.2999999999999998,0.0
AS 2036,Alaska,2025-10-14,Arrival,2025-10-14 17:12-07:00,2025-10-15 00:12Z,2025-10-14 17:09-07:00,2025-10-15 00:09Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N630QX,2025-10-14T17:00:00,6.8,5.5,13.0,0.0,0.0,,0,0,8.2,7.6,10.4,0.0,0.0,27200.0,100,3,,-2.0999999999999996,0.0
AS 2438,Alaska,2025-10-14,Arrival,2025-10-14 19:00-07:00,2025-10-15 02:00Z,2025-10-14 19:08-07:00,2025-10-15 02:08Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N660QX,2025-10-14T19:00:00,5.0,1.7,5.8,0.0,0.0,,0,0,5.3,4.7,6.5,0.0,0.0,20300.0,0,0,,-3.0,0.0
AS 2067,Alaska,2025-10-15,Departure,2025-10-15 05:05-07:00,2025-10-15 12:05Z,2025-10-15 05:36-07:00,2025-10-15 12:36Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N647QX,2025-10-15T05:00:00,0.6,3.1,7.9,0.0,0.0,,1,0,-1.3,2.5,6.8,0.0,0.0,12200.0,100,3,,0.6000000000000001,0.0
AS 2152,Alaska,2025-10-15,Departure,2025-10-15 13:06-07:00,2025-10-15 20:06Z,2025-10-15 11:28-07:00,2025-10-15 18:28Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N644QX,2025-10-15T13:00:00,9.4,11.3,27.4,0.0,0.0,,0,0,9.4,12.8,13.7,0.0,0.0,24900.0,9,0,,-1.5,0.0
AS 2032,Alaska,2025-10-15,Departure,2025-10-15 17:49-07:00,2025-10-16 00:49Z,2025-10-15 18:35-07:00,2025-10-16 01:35Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N625QX,2025-10-15T18:00:00,4.8,6.1,11.2,0.0,0.0,,0,0,5.7,4.5,6.1,0.0,0.0,27900.0,0,0,,1.5999999999999996,0.0
AS 2438,Alaska,2025-10-15,Departure,2025-10-15 19:43-07:00,2025-10-16 02:43Z,2025-10-15 19:54-07:00,2025-10-16 02:54Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N643QX,2025-10-15T20:00:00,4.4,1.0,4.3,0.0,0.0,,0,0,3.0,2.3,4.3,0.0,0.0,20800.0,0,0,,-1.2999999999999998,0.0
AS 2364,Alaska,2025-10-15,Arrival,2025-10-15 00:20-07:00,2025-10-15 07:20Z,2025-10-15 00:08-07:00,2025-10-15 07:08Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N647QX,2025-10-15T00:00:00,1.6,3.9,7.9,0.0,0.0,,0,0,1.3,4.0,5.0,0.0,0.0,15900.0,1,0,,-0.10000000000000009,0.0
AS 2152,Alaska,2025-10-15,Arrival,2025-10-15 12:29-07:00,2025-10-15 19:29Z,2025-10-15 12:08-07:00,2025-10-15 19:08Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N644QX,2025-10-15T12:00:00,8.9,9.9,25.6,0.0,0.0,,5,0,8.5,10.9,12.2,0.0,0.0,22500.0,10,0,,-1.0,0.0
AS 2036,Alaska,2025-10-15,Arrival,2025-10-15 17:12-07:00,2025-10-16 00:12Z,2025-10-15 17:51-07:00,2025-10-16 00:51Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N625QX,2025-10-15T17:00:00,6.2,6.5,19.4,0.0,0.0,,0,0,7.3,7.1,13.7,0.0,0.0,28900.0,0,0,,-0.5999999999999996,0.0
AS 2438,Alaska,2025-10-15,Arrival,2025-10-15 19:00-07:00,2025-10-16 02:00Z,2025-10-15 18:48-07:00,2025-10-16 01:48Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N643QX,2025-10-15T19:00:00,4.5,3.3,9.7,0.0,0.0,,0,0,4.2,2.9,6.1,0.0,0.0,23900.0,0,0,,0.3999999999999999,0.0
AS 2067,Alaska,2025-10-16,Departure,2025-10-16 05:05-07:00,2025-10-16 12:05Z,2025-10-16 05:21-07:00,2025-10-16 12:21Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N669QX,2025-10-16T05:00:00,0.3,5.9,11.5,0.0,0.0,,0,0,-1.2,6.4,7.2,0.0,0.0,16200.0,2,0,,-0.5,0.0
AS 2152,Alaska,2025-10-16,Departure,2025-10-16 13:06-07:00,2025-10-16 20:06Z,2025-10-16 13:18-07:00,2025-10-16 20:18Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N638QX,2025-10-16T13:00:00,12.6,8.7,22.7,0.0,0.0,,0,0,12.4,7.6,8.6,0.0,0.0,37300.0,1,0,,1.0999999999999996,0.0
AS 2032,Alaska,2025-10-16,Departure,2025-10-16 17:49-07:00,2025-10-17 00:49Z,2025-10-16 17:51-07:00,2025-10-17 00:51Z,Departed,False,KPUW,PUW,KBOI,BOI,Embraer 175,N649QX,2025-10-16T18:00:00,8.5,5.4,9.7,0.0,0.0,,92,3,8.4,9.3,11.5,0.0,0.0,30800.0,99,3,,-3.9000000000000004,0.0
AS 2438,Alaska,2025-10-16,Departure,2025-10-16 19:43-07:00,2025-10-17 02:43Z,2025-10-16 19:58-07:00,2025-10-17 02:58Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N663QX,2025-10-16T20:00:00,7.1,4.6,10.4,0.0,0.0,,45,1,7.6,9.0,9.0,0.0,0.0,26300.0,0,0,,-4.4,0.0
AS 2364,Alaska,2025-10-16,Arrival,2025-10-16 00:20-07:00,2025-10-16 07:20Z,2025-10-16 00:07-07:00,2025-10-16 07:07Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N669QX,2025-10-16T00:00:00,2.5,1.5,2.5,0.0,0.0,,0,0,0.6,5.1,5.4,0.0,0.0,17900.0,0,0,,-3.5999999999999996,0.0
AS 2152,Alaska,2025-10-16,Arrival,2025-10-16 12:29-07:00,2025-10-16 19:29Z,2025-10-16 12:29-07:00,2025-10-16 19:29Z,Expected,False,KSEA,SEA,KPUW,PUW,Embraer 175,N638QX,2025-10-16T12:00:00,12.1,6.1,19.4,0.0,0.0,,0,0,11.5,9.1,9.7,0.0,0.0,33400.0,2,0,,-3.0,0.0
AS 2036,Alaska,2025-10-16,Arrival,2025-10-16 17:12-07:00,2025-10-17 00:12Z,2025-10-16 17:06-07:00,2025-10-17 00:06Z,Expected,False,KBOI,BOI,KPUW,PUW,Embraer 175,N649QX,2025-10-16T17:00:00,9.8,3.3,10.4,0.0,0.0,,98,3,9.7,5.5,14.4,0.0,0.0,37200.0,71,2,,-2.2,0.0
AS 2438,Alaska,2025-10-16,Arrival,2025-10-16 19:00-07:00,2025-10-17 02:00Z,2025-10-16 19:20-07:00,2025-10-17 02:20Z,Arrived,False,KSEA,SEA,KPUW,PUW,Embraer 175,N663QX,2025-10-16T19:00:00,7.7,3.2,10.8,0.0,0.0,,84,3,8.2,7.6,9.4,0.0,0.0,26400.0,68,2,,-4.3999999999999995,0.0
AS 2067,Alaska,2025-10-17,Departure,2025-10-17 05:05-07:00,2025-10-17 12:05Z,2025-10-17 05:09-07:00,2025-10-17 12:09Z,Departed,False,KPUW,PUW,KSEA,SEA,Embraer 175,N631QX,2025-10-17T05:00:00,7.3,4.7,8.6,0.0,0.0,,99,3,5.4,11.1,13.7,0.0,0.0,22600.0,98,3,,-6.3999999999999995,0.0
G4 4241,Allegiant Air,2025-10-17,Departure,2025-10-17 11:00-07:00,2025-10-17 18:00Z,2025-10-17 11:21-07:00,2025-10-17 18:21Z,Departed,False,KPUW,PUW,KRIC,RIC,Airbus A320,N250NV,2025-10-17T11:00:00,14.2,28.9,58.7,0.0,0.0,,27,1,13.7,27.2,38.9,0.0,0.0,28100.0,22,1,,1.6999999999999993,0.0
